Mot,r4_1,r4_2,r4_3,r4_4,r4_5,r4_6,r4_7,r4_8,r4_9,r4_10,r4_11,r4_12,r4_13,r4_14,r4_15,r4_16,r4_17,r4_18,r4_19,r4_20,r4_21,r4_22,r4_23,r4_24,r4_25,r4_26,r4_27,r4_28,r4_29,r4_30,r4_31,r4_32,r4_33,r4_34,r4_35,r4_36,r4_37,r4_38,r4_39,r4_40,r4_41,r4_42,r4_43,r4_44,r4_45,r4_46,r4_47,r4_48,r4_49,r4_50,r4_51,r4_52,r4_53,r4_54,r4_55,r4_56,r4_57,r4_58,r4_59,r4_60,r4_61,r4_62,r4_63,r4_64,r4_65,r4_66,r4_67,r4_68,r4_69,r4_70,r4_71,r4_72,r4_73,r4_74,r4_75,r4_76,r4_77,r4_78,r4_79,r4_80,r4_81,r4_82,r4_83,r4_84,r4_85,r4_86,r4_87,r4_88,r4_89,r4_90,r4_91,r4_92,r4_93,r4_94,r4_95,r4_96,r4_97,r4_98,r4_99,r4_100
a capella,interpella
a cappella,interpella
a contrario,chariot,chariots,impresario,impresarios,imprésario,imprésarios,notariaux,salariaux,scénario,scénarios
a fortiori,a posteriori,a priori,à posteriori,à priori
a giorno,bigorneau,bigorneaux,porno,pornos
a l'instar,castard,costar,costard,costards,ex-star,mastar,mastard,mastards,pistard,pistards,star,stars,superstar,superstars
a posteriori,a fortiori,a priori,à fortiori,à priori
a priori,a fortiori,a posteriori,à fortiori,à posteriori
ab absurdo,lourdaud,lourdauds
abaissa,baissa,baissât,rabaissa,rebaissa
abaissai,abaissaient,abaissait,baissai,baissaient,baissais,baissait,rabaissaient,rabaissais,rabaissait,rebaissait
abaissaient,abaissai,abaissait,baissai,baissaient,baissais,baissait,rabaissaient,rabaissais,rabaissait,rebaissait
abaissait,abaissai,abaissaient,baissai,baissaient,baissais,baissait,rabaissaient,rabaissais,rabaissait,rebaissait
abaissant,baissant,rabaissant
abaissante,arborescentes,blessante,blessantes,caressante,cessante,cessantes,convalescentes,disparaissante,dégraissante,effervescentes,inintéressante,inintéressantes,intéressante,intéressantes,iridescentes,lactescente,luminescente,luminescentes,naissante,naissantes,pressante,pressantes,préadolescente,reconnaissante,reconnaissantes,renaissante,renaissantes,stressante,stressantes
